
___________________________________________________________________

GenoDive 3.01, 2021-11-24 11:02:23 +0000
Amova: Analysis of Molecular Variance (Excoffier et al., 1995)
File: TrkNbr-1524n1282n1083_AllPops_PGDSpider_p14_r080_LDnHWEx__genepopRF.txt
178 of 178 individuals included, 8480 of 8480 loci included
Used an Infinite Allele Model, so the reported statistics are equivalent to Fst
Significance was tested using 999 permutations


– AMOVA summary:

Source of Variation	Nested in	%var	F-stat	F-value	Std.Dev.	c.i.2.5%	c.i.97.5%	P-value	F'-value
Within Individual 	--	0.782	F_it	0.218	0.003	0.211	0.225	--	--
Among Individual 	Population 	0.063	F_is	0.074	0.004	0.065	0.083	0.001	--
Among Population 	--	0.155	F_st	0.155	0.002	0.151	0.159	0.001	0.159

Standard deviations of F-statistics were obtained through jackknifing over loci.
95% confidence intervals of F-statistics were obtained through bootstrapping over loci.


– AMOVA table per locus:

Locus	Source of Variation	Nested in	SSD	d.f.	MS	Var-comp	%Var	F-stat	F-value	P-value	F(max)	F'-value
	Among Population   	--	0.207	14	0.015	0.000	0.063	F_st	0.063	0.040	0.986	0.063

227510_18	Within Individual   	--	2.500	139	0.018	0.018	0.711	F_it	0.289	--	--	--
	Among Individual   	Population 	1.438	124	0.012	-0.003	-0.126	F_is	-0.216	0.902	--	--
	Among Population   	--	2.886	14	0.206	0.011	0.415	F_st	0.415	0.001	0.970	0.428

227519_86	Within Individual   	--	0.500	128	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	114	0.004	-0.000	-0.009	F_is	-0.009	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.009	F_st	0.009	0.228	0.992	0.009

227641_35	Within Individual   	--	1.500	130	0.012	0.012	0.998	F_it	0.002	--	--	--
	Among Individual   	Population 	0.938	116	0.008	-0.002	-0.149	F_is	-0.176	1.000	--	--
	Among Population   	--	0.528	13	0.041	0.002	0.152	F_st	0.152	0.002	0.980	0.155

227644_26	Within Individual   	--	1.000	140	0.007	0.007	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.800	125	0.006	-0.000	-0.052	F_is	-0.055	1.000	--	--
	Among Population   	--	0.186	14	0.013	0.000	0.052	F_st	0.052	0.050	0.986	0.052

227830_61	Within Individual   	--	3.000	124	0.024	0.024	0.768	F_it	0.232	--	--	--
	Among Individual   	Population 	3.862	110	0.035	0.005	0.173	F_is	0.184	0.349	--	--
	Among Population   	--	0.879	13	0.068	0.002	0.058	F_st	0.058	0.034	0.941	0.062

227889_22	Within Individual   	--	0.500	149	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	133	0.003	-0.000	-0.002	F_is	-0.002	1.000	--	--
	Among Population   	--	0.052	15	0.003	0.000	0.002	F_st	0.002	0.383	0.993	0.002

227918_67	Within Individual   	--	1.000	143	0.007	0.007	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.778	128	0.006	-0.000	-0.066	F_is	-0.070	1.000	--	--
	Among Population   	--	0.208	14	0.015	0.000	0.066	F_st	0.066	0.013	0.987	0.067

227990_21	Within Individual   	--	2.000	134	0.015	0.015	0.674	F_it	0.326	--	--	--
	Among Individual   	Population 	3.000	120	0.025	0.005	0.228	F_is	0.252	0.355	--	--
	Among Population   	--	0.866	13	0.067	0.002	0.098	F_st	0.098	0.002	0.960	0.102

228026_24	Within Individual   	--	3.500	157	0.022	0.022	0.787	F_it	0.213	--	--	--
	Among Individual   	Population 	2.800	140	0.020	-0.001	-0.040	F_is	-0.054	0.814	--	--
	Among Population   	--	2.442	16	0.153	0.007	0.254	F_st	0.254	0.001	0.958	0.265

228043_26	Within Individual   	--	0.500	138	0.004	0.004	0.334	F_it	0.666	--	--	--
	Among Individual   	Population 	2.050	123	0.017	0.007	0.601	F_is	0.643	0.173	--	--
	Among Population   	--	0.417	14	0.030	0.001	0.066	F_st	0.066	0.068	0.980	0.067

228186_40	Within Individual   	--	0.500	128	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	114	0.004	-0.000	-0.001	F_is	-0.001	1.000	--	--
	Among Population   	--	0.052	13	0.004	0.000	0.001	F_st	0.001	0.487	0.992	0.001

228208_21	Within Individual   	--	0.500	143	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.444	127	0.003	0.000	0.000	F_is	0.000	1.000	--	--
	Among Population   	--	0.052	15	0.003	-0.000	-0.000	F_st	-0.000	0.668	0.993	-0.000

228395_9	Within Individual   	--	0.500	129	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	115	0.004	-0.000	-0.001	F_is	-0.001	1.000	--	--
	Among Population   	--	0.052	13	0.004	0.000	0.002	F_st	0.002	0.510	0.992	0.002

228450_6	Within Individual   	--	1.500	135	0.011	0.011	0.604	F_it	0.396	--	--	--
	Among Individual   	Population 	2.650	121	0.022	0.005	0.293	F_is	0.327	0.333	--	--
	Among Population   	--	0.757	13	0.058	0.002	0.103	F_st	0.103	0.013	0.967	0.106

228495_62	Within Individual   	--	0.000	144	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.800	129	0.014	0.007	1.005	F_is	1.000	0.050	--	--
	Among Population   	--	0.186	14	0.013	-0.000	-0.005	F_st	-0.005	1.000	0.986	-0.005

228566_19	Within Individual   	--	2.000	128	0.016	0.016	0.508	F_it	0.492	--	--	--
	Among Individual   	Population 	4.111	114	0.036	0.010	0.332	F_is	0.395	0.155	--	--
	Among Population   	--	1.639	13	0.126	0.005	0.160	F_st	0.160	0.001	0.948	0.169

228567_14	Within Individual   	--	0.500	160	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	143	0.003	-0.000	-0.003	F_is	-0.003	1.000	--	--
	Among Population   	--	0.052	16	0.003	0.000	0.003	F_st	0.003	0.310	0.994	0.003

228660_51	Within Individual   	--	2.500	130	0.019	0.019	0.569	F_it	0.431	--	--	--
	Among Individual   	Population 	4.828	116	0.042	0.011	0.331	F_is	0.368	0.121	--	--
	Among Population   	--	1.361	13	0.105	0.003	0.100	F_st	0.100	0.005	0.939	0.107

228839_46	Within Individual   	--	0.500	130	0.004	0.004	0.333	F_it	0.667	--	--	--
	Among Individual   	Population 	1.938	116	0.017	0.006	0.556	F_is	0.626	0.209	--	--
	Among Population   	--	0.528	13	0.041	0.001	0.111	F_st	0.111	0.009	0.979	0.114

229002_25	Within Individual   	--	0.500	165	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.438	147	0.003	-0.000	-0.009	F_is	-0.009	1.000	--	--
	Among Population   	--	0.059	17	0.003	0.000	0.009	F_st	0.009	0.260	0.994	0.009

229058_37	Within Individual   	--	2.000	149	0.013	0.013	0.673	F_it	0.327	--	--	--
	Among Individual   	Population 	2.861	133	0.022	0.004	0.203	F_is	0.232	0.391	--	--
	Among Population   	--	1.018	15	0.068	0.002	0.125	F_st	0.125	0.003	0.965	0.129

229096_55	Within Individual   	--	3.000	130	0.023	0.023	1.012	F_it	-0.012	--	--	--
	Among Individual   	Population 	1.993	116	0.017	-0.003	-0.129	F_is	-0.146	1.000	--	--
	Among Population   	--	0.868	13	0.067	0.003	0.117	F_st	0.117	0.001	0.960	0.122

229097_27	Within Individual   	--	2.500	169	0.015	0.015	0.714	F_it	0.286	--	--	--
	Among Individual   	Population 	1.778	151	0.012	-0.002	-0.073	F_is	-0.114	0.840	--	--
	Among Population   	--	2.577	17	0.152	0.007	0.359	F_st	0.359	0.001	0.973	0.369

229204_7	Within Individual   	--	1.000	144	0.007	0.007	0.505	F_it	0.495	--	--	--
	Among Individual   	Population 	2.678	129	0.021	0.007	0.502	F_is	0.499	0.057	--	--
	Among Population   	--	0.267	14	0.019	-0.000	-0.006	F_st	-0.006	0.373	0.972	-0.007

229317_15	Within Individual   	--	2.000	133	0.015	0.015	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.444	118	0.021	0.003	0.094	F_is	0.159	0.584	--	--
	Among Population   	--	3.315	14	0.237	0.012	0.405	F_st	0.405	0.001	0.964	0.420

229343_5	Within Individual   	--	1.000	127	0.008	0.008	0.504	F_it	0.496	--	--	--
	Among Individual   	Population 	2.528	113	0.022	0.007	0.464	F_is	0.479	0.143	--	--
	Among Population   	--	0.409	13	0.031	0.001	0.032	F_st	0.032	0.136	0.970	0.033

229391_14	Within Individual   	--	1.000	127	0.008	0.008	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.778	113	0.007	-0.000	-0.063	F_is	-0.067	1.000	--	--
	Among Population   	--	0.206	13	0.016	0.000	0.063	F_st	0.063	0.046	0.985	0.064

229437_36	Within Individual   	--	0.000	146	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.800	130	0.014	0.007	1.011	F_is	1.000	0.048	--	--
	Among Population   	--	0.186	15	0.012	-0.000	-0.011	F_st	-0.011	1.000	0.986	-0.012

229442_8	Within Individual   	--	0.500	150	0.003	0.003	0.334	F_it	0.666	--	--	--
	Among Individual   	Population 	2.050	134	0.015	0.006	0.599	F_is	0.642	0.151	--	--
	Among Population   	--	0.420	15	0.028	0.001	0.068	F_st	0.068	0.073	0.981	0.069

229599_31	Within Individual   	--	0.500	124	0.004	0.004	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	0.450	110	0.004	0.000	0.007	F_is	0.007	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.008	F_st	-0.008	1.000	0.992	-0.008

229612_7	Within Individual   	--	0.500	167	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	149	0.003	0.000	0.004	F_is	0.004	1.000	--	--
	Among Population   	--	0.047	17	0.003	-0.000	-0.005	F_st	-0.005	1.000	0.994	-0.005

229694_15	Within Individual   	--	1.000	160	0.006	0.006	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.778	143	0.005	-0.000	-0.065	F_is	-0.069	1.000	--	--
	Among Population   	--	0.210	16	0.013	0.000	0.065	F_st	0.065	0.017	0.988	0.066

229805_54	Within Individual   	--	0.500	130	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	116	0.004	-0.000	-0.010	F_is	-0.010	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.010	F_st	0.010	0.197	0.992	0.010

229834_43	Within Individual   	--	0.500	165	0.003	0.003	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	148	0.003	-0.000	-0.012	F_is	-0.012	1.000	--	--
	Among Population   	--	0.059	16	0.004	0.000	0.013	F_st	0.013	0.100	0.994	0.013

229855_86	Within Individual   	--	1.000	130	0.008	0.008	1.004	F_it	-0.004	--	--	--
	Among Individual   	Population 	0.882	116	0.008	-0.000	-0.006	F_is	-0.006	1.000	--	--
	Among Population   	--	0.103	13	0.008	0.000	0.002	F_st	0.002	0.199	0.985	0.002

229882_21	Within Individual   	--	3.500	130	0.027	0.027	1.014	F_it	-0.014	--	--	--
	Among Individual   	Population 	2.125	116	0.018	-0.004	-0.162	F_is	-0.190	1.000	--	--
	Among Population   	--	1.187	13	0.091	0.004	0.148	F_st	0.148	0.001	0.955	0.155

229920_26	Within Individual   	--	1.000	130	0.008	0.008	1.004	F_it	-0.004	--	--	--
	Among Individual   	Population 	0.894	116	0.008	0.000	0.001	F_is	0.001	1.000	--	--
	Among Population   	--	0.090	13	0.007	-0.000	-0.005	F_st	-0.005	0.752	0.985	-0.006

229936_67	Within Individual   	--	0.000	171	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.778	153	0.012	0.006	0.993	F_is	1.000	0.063	--	--
	Among Population   	--	0.211	17	0.012	0.000	0.007	F_st	0.007	0.289	0.988	0.007

229945_11	Within Individual   	--	0.500	128	0.004	0.004	0.334	F_it	0.666	--	--	--
	Among Individual   	Population 	2.050	114	0.018	0.007	0.601	F_is	0.643	0.168	--	--
	Among Population   	--	0.415	13	0.032	0.001	0.065	F_st	0.065	0.058	0.978	0.067

230026_19	Within Individual   	--	3.500	143	0.024	0.024	1.012	F_it	-0.012	--	--	--
	Among Individual   	Population 	2.144	128	0.017	-0.004	-0.160	F_is	-0.187	1.000	--	--
	Among Population   	--	1.184	14	0.085	0.004	0.147	F_st	0.147	0.001	0.959	0.154

230143_30	Within Individual   	--	0.500	150	0.003	0.003	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	134	0.003	-0.000	-0.010	F_is	-0.010	1.000	--	--
	Among Population   	--	0.059	15	0.004	0.000	0.011	F_st	0.011	0.146	0.993	0.011

230267_11	Within Individual   	--	1.000	126	0.008	0.008	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.750	112	0.007	-0.001	-0.078	F_is	-0.085	1.000	--	--
	Among Population   	--	0.234	13	0.018	0.001	0.079	F_st	0.079	0.027	0.985	0.080

230288_28	Within Individual   	--	2.500	146	0.017	0.017	1.010	F_it	-0.010	--	--	--
	Among Individual   	Population 	1.850	130	0.014	-0.001	-0.085	F_is	-0.092	1.000	--	--
	Among Population   	--	0.564	15	0.038	0.001	0.076	F_st	0.076	0.008	0.969	0.078

230491_46	Within Individual   	--	1.000	130	0.008	0.008	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	0.800	116	0.007	-0.000	-0.052	F_is	-0.055	1.000	--	--
	Among Population   	--	0.185	13	0.014	0.000	0.051	F_st	0.051	0.072	0.985	0.052

230729_27	Within Individual   	--	0.500	137	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	123	0.004	0.000	0.001	F_is	0.001	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.001	F_st	-0.001	1.000	0.993	-0.001

230796_43	Within Individual   	--	4.500	141	0.032	0.032	0.714	F_it	0.286	--	--	--
	Among Individual   	Population 	5.000	126	0.040	0.004	0.087	F_is	0.108	0.442	--	--
	Among Population   	--	2.901	14	0.207	0.009	0.199	F_st	0.199	0.001	0.928	0.215

230827_19	Within Individual   	--	2.000	128	0.016	0.016	0.502	F_it	0.498	--	--	--
	Among Individual   	Population 	2.875	114	0.025	0.005	0.154	F_is	0.235	0.410	--	--
	Among Population   	--	2.875	13	0.221	0.011	0.344	F_st	0.344	0.001	0.959	0.359

231013_32	Within Individual   	--	1.000	131	0.008	0.008	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.800	117	0.007	-0.000	-0.052	F_is	-0.055	1.000	--	--
	Among Population   	--	0.185	13	0.014	0.000	0.052	F_st	0.052	0.067	0.986	0.052

231106_52	Within Individual   	--	0.500	128	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	114	0.004	-0.000	-0.001	F_is	-0.001	1.000	--	--
	Among Population   	--	0.052	13	0.004	0.000	0.001	F_st	0.001	0.614	0.992	0.001

231143_18	Within Individual   	--	3.500	133	0.026	0.026	1.008	F_it	-0.008	--	--	--
	Among Individual   	Population 	1.650	119	0.014	-0.006	-0.238	F_is	-0.310	1.000	--	--
	Among Population   	--	1.666	13	0.128	0.006	0.230	F_st	0.230	0.001	0.960	0.240

231215_8	Within Individual   	--	1.500	140	0.011	0.011	1.006	F_it	-0.006	--	--	--
	Among Individual   	Population 	1.250	125	0.010	-0.000	-0.034	F_is	-0.034	1.000	--	--
	Among Population   	--	0.218	14	0.016	0.000	0.028	F_st	0.028	0.180	0.979	0.029

231313_29	Within Individual   	--	1.000	131	0.008	0.008	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.750	117	0.006	-0.001	-0.080	F_is	-0.087	1.000	--	--
	Among Population   	--	0.235	13	0.018	0.001	0.081	F_st	0.081	0.007	0.986	0.083

231349_32	Within Individual   	--	0.500	139	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	124	0.004	0.000	0.004	F_is	0.004	1.000	--	--
	Among Population   	--	0.046	14	0.003	-0.000	-0.005	F_st	-0.005	1.000	0.993	-0.005

231477_26	Within Individual   	--	1.000	140	0.007	0.007	0.502	F_it	0.498	--	--	--
	Among Individual   	Population 	2.382	125	0.019	0.006	0.419	F_is	0.455	0.184	--	--
	Among Population   	--	0.561	14	0.040	0.001	0.079	F_st	0.079	0.010	0.974	0.081

231840_16	Within Individual   	--	0.000	129	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.778	115	0.015	0.008	0.997	F_is	1.000	0.053	--	--
	Among Population   	--	0.207	13	0.016	0.000	0.003	F_st	0.003	0.570	0.985	0.003

231844_24	Within Individual   	--	3.000	130	0.023	0.023	0.760	F_it	0.240	--	--	--
	Among Individual   	Population 	2.978	116	0.026	0.001	0.043	F_is	0.053	0.710	--	--
	Among Population   	--	1.776	13	0.137	0.006	0.197	F_st	0.197	0.001	0.951	0.207

231859_79	Within Individual   	--	3.500	146	0.024	0.024	1.014	F_it	-0.014	--	--	--
	Among Individual   	Population 	2.361	131	0.018	-0.003	-0.126	F_is	-0.142	1.000	--	--
	Among Population   	--	0.971	14	0.069	0.003	0.112	F_st	0.112	0.001	0.958	0.116

231888_51	Within Individual   	--	0.500	146	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.438	129	0.003	-0.000	-0.005	F_is	-0.005	1.000	--	--
	Among Population   	--	0.059	16	0.004	0.000	0.005	F_st	0.005	0.490	0.993	0.005

231920_10	Within Individual   	--	6.000	158	0.038	0.038	0.689	F_it	0.311	--	--	--
	Among Individual   	Population 	3.887	141	0.028	-0.005	-0.094	F_is	-0.159	0.870	--	--
	Among Population   	--	7.087	16	0.443	0.022	0.406	F_st	0.406	0.001	0.934	0.434

231922_21	Within Individual   	--	13.000	129	0.101	0.101	0.826	F_it	0.174	--	--	--
	Among Individual   	Population 	11.336	115	0.099	-0.001	-0.009	F_is	-0.011	0.660	--	--
	Among Population   	--	6.641	13	0.511	0.022	0.183	F_st	0.183	0.001	0.801	0.229

232023_41	Within Individual   	--	2.000	141	0.014	0.014	0.676	F_it	0.324	--	--	--
	Among Individual   	Population 	3.200	126	0.025	0.006	0.267	F_is	0.283	0.213	--	--
	Among Population   	--	0.672	14	0.048	0.001	0.057	F_st	0.057	0.030	0.960	0.060

232045_5	Within Individual   	--	1.000	154	0.006	0.006	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.200	138	0.016	0.005	0.364	F_is	0.421	0.298	--	--
	Among Population   	--	0.748	15	0.050	0.002	0.136	F_st	0.136	0.005	0.978	0.139

232046_5	Within Individual   	--	1.500	128	0.012	0.012	0.600	F_it	0.400	--	--	--
	Among Individual   	Population 	2.111	114	0.019	0.003	0.174	F_is	0.225	0.557	--	--
	Among Population   	--	1.291	13	0.099	0.004	0.226	F_st	0.226	0.001	0.970	0.233

232058_5	Within Individual   	--	1.500	142	0.011	0.011	0.601	F_it	0.399	--	--	--
	Among Individual   	Population 	2.250	127	0.018	0.004	0.203	F_is	0.253	0.489	--	--
	Among Population   	--	1.162	14	0.083	0.003	0.196	F_st	0.196	0.001	0.972	0.202

232134_10	Within Individual   	--	1.500	161	0.009	0.009	0.604	F_it	0.396	--	--	--
	Among Individual   	Population 	2.650	144	0.018	0.005	0.294	F_is	0.328	0.291	--	--
	Among Population   	--	0.772	16	0.048	0.002	0.102	F_st	0.102	0.004	0.972	0.105

232137_78	Within Individual   	--	1.000	131	0.008	0.008	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	0.800	117	0.007	-0.000	-0.052	F_is	-0.055	1.000	--	--
	Among Population   	--	0.185	13	0.014	0.000	0.052	F_st	0.052	0.072	0.986	0.052

232360_48	Within Individual   	--	1.500	135	0.011	0.011	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	1.000	121	0.008	-0.001	-0.128	F_is	-0.147	1.000	--	--
	Among Population   	--	0.467	13	0.036	0.001	0.129	F_st	0.129	0.003	0.981	0.131

232514_54	Within Individual   	--	0.500	130	0.004	0.004	0.334	F_it	0.666	--	--	--
	Among Individual   	Population 	2.050	116	0.018	0.007	0.600	F_is	0.643	0.156	--	--
	Among Population   	--	0.415	13	0.032	0.001	0.067	F_st	0.067	0.078	0.978	0.068

232544_7	Within Individual   	--	1.000	165	0.006	0.006	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.200	148	0.015	0.004	0.363	F_is	0.421	0.309	--	--
	Among Population   	--	0.752	16	0.047	0.002	0.137	F_st	0.137	0.003	0.979	0.139

232547_25	Within Individual   	--	3.000	151	0.020	0.020	1.015	F_it	-0.015	--	--	--
	Among Individual   	Population 	2.402	135	0.018	-0.001	-0.053	F_is	-0.055	1.000	--	--
	Among Population   	--	0.479	15	0.032	0.001	0.038	F_st	0.038	0.067	0.962	0.040

232617_24	Within Individual   	--	4.500	143	0.031	0.031	0.836	F_it	0.164	--	--	--
	Among Individual   	Population 	3.250	127	0.026	-0.003	-0.078	F_is	-0.103	0.836	--	--
	Among Population   	--	2.827	15	0.188	0.009	0.242	F_st	0.242	0.001	0.943	0.257

232642_70	Within Individual   	--	0.500	144	0.003	0.003	0.335	F_it	0.665	--	--	--
	Among Individual   	Population 	2.250	129	0.017	0.007	0.674	F_is	0.668	0.067	--	--
	Among Population   	--	0.219	14	0.016	-0.000	-0.009	F_st	-0.009	1.000	0.979	-0.009

232656_37	Within Individual   	--	0.500	126	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.444	112	0.004	0.000	0.000	F_is	0.000	1.000	--	--
	Among Population   	--	0.052	13	0.004	-0.000	-0.000	F_st	-0.000	0.629	0.992	-0.000

232839_16	Within Individual   	--	1.500	149	0.010	0.010	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	1.050	133	0.008	-0.001	-0.108	F_is	-0.121	1.000	--	--
	Among Population   	--	0.420	15	0.028	0.001	0.107	F_st	0.107	0.007	0.982	0.109

232937_62	Within Individual   	--	0.500	174	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	156	0.003	-0.000	-0.004	F_is	-0.004	1.000	--	--
	Among Population   	--	0.053	17	0.003	0.000	0.004	F_st	0.004	0.230	0.994	0.005

233179_12	Within Individual   	--	0.000	149	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.800	133	0.014	0.007	1.009	F_is	1.000	0.059	--	--
	Among Population   	--	0.187	15	0.012	-0.000	-0.009	F_st	-0.009	1.000	0.986	-0.009

233194_6	Within Individual   	--	4.500	173	0.026	0.026	0.707	F_it	0.293	--	--	--
	Among Individual   	Population 	4.244	155	0.027	0.001	0.019	F_is	0.026	0.663	--	--
	Among Population   	--	3.767	17	0.222	0.010	0.275	F_st	0.275	0.001	0.947	0.290

233217_40	Within Individual   	--	1.500	157	0.010	0.010	0.605	F_it	0.395	--	--	--
	Among Individual   	Population 	2.850	140	0.020	0.005	0.342	F_is	0.361	0.204	--	--
	Among Population   	--	0.570	16	0.036	0.001	0.052	F_st	0.052	0.021	0.970	0.054

233401_63	Within Individual   	--	1.000	138	0.007	0.007	1.004	F_it	-0.004	--	--	--
	Among Individual   	Population 	0.888	123	0.007	-0.000	-0.002	F_is	-0.002	1.000	--	--
	Among Population   	--	0.098	14	0.007	-0.000	-0.002	F_st	-0.002	0.361	0.986	-0.002

233508_22	Within Individual   	--	7.000	147	0.048	0.048	0.670	F_it	0.330	--	--	--
	Among Individual   	Population 	5.375	131	0.041	-0.003	-0.046	F_is	-0.074	0.821	--	--
	Among Population   	--	7.979	15	0.532	0.027	0.376	F_st	0.376	0.001	0.911	0.413

233717_87	Within Individual   	--	0.500	129	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	115	0.004	-0.000	-0.009	F_is	-0.009	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.010	F_st	0.010	0.249	0.992	0.010

233718_31	Within Individual   	--	1.500	127	0.012	0.012	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	1.050	113	0.009	-0.001	-0.107	F_is	-0.119	1.000	--	--
	Among Population   	--	0.415	13	0.032	0.001	0.106	F_st	0.106	0.007	0.979	0.108

233740_85	Within Individual   	--	0.500	145	0.003	0.003	0.333	F_it	0.667	--	--	--
	Among Individual   	Population 	2.050	130	0.016	0.006	0.596	F_is	0.641	0.182	--	--
	Among Population   	--	0.419	14	0.030	0.001	0.071	F_st	0.071	0.069	0.981	0.072

233838_20	Within Individual   	--	12.000	130	0.092	0.092	0.797	F_it	0.203	--	--	--
	Among Individual   	Population 	10.082	116	0.087	-0.003	-0.023	F_is	-0.030	0.717	--	--
	Among Population   	--	7.472	13	0.575	0.026	0.227	F_st	0.227	0.001	0.821	0.276

234010_14	Within Individual   	--	0.500	129	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	115	0.004	-0.000	-0.009	F_is	-0.009	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.010	F_st	0.010	0.255	0.992	0.010

234155_63	Within Individual   	--	1.500	128	0.012	0.012	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	1.000	114	0.009	-0.001	-0.126	F_is	-0.144	1.000	--	--
